item_id,actual_id,title,category,recipes
118,5cbf3d64a29e122e4c79a9df,Mâm 116,365 Mâm cơm gia đình hết sức đơn giản mà lại ngon miệng giá 50k,"['Cá bống kho', 'súp lơ luộc', 'canh cải thịt băm']"
119,5cbf3d64a29e122e4c79a9e0,Mâm 117,365 Mâm cơm gia đình hết sức đơn giản mà lại ngon miệng giá 50k,"['Sườn xào chua ngọt', 'rau mồng tơi xào tỏi', 'canh ngao chua']"
120,5cbf3d64a29e122e4c79a9e2,Mâm 119,365 Mâm cơm gia đình hết sức đơn giản mà lại ngon miệng giá 50k,"['Nem rán', 'hoa thiên lý xào tỏi', 'canh bí nấu tôm']"
121,5cbf3d64a29e122e4c79a9ed,Mâm 130,365 Mâm cơm gia đình hết sức đơn giản mà lại ngon miệng giá 50k,"['Cá ba sa chiên xù', 'canh cải thảo nấu thịt', 'bắp xào']"
122,5cbf3d64a29e122e4c79a9e1,Mâm 118,365 Mâm cơm gia đình hết sức đơn giản mà lại ngon miệng giá 50k,"['Cá kèo kho tiêu', 'trứng ốp la', 'canh rau ngót thịt băm', 'cải chip luộc']"
123,5cbf3d64a29e122e4c79a9e7,Mâm 124,365 Mâm cơm gia đình hết sức đơn giản mà lại ngon miệng giá 50k,"['Mực chiên xù', 'canh bầu nấu tôm', 'đậu bắp luộc']"
124,5cbf3d64a29e122e4c79a9ec,Mâm 129,365 Mâm cơm gia đình hết sức đơn giản mà lại ngon miệng giá 50k,"['Tôm rang chua ngọt', 'rau lang luộc chấm tương', 'canh rau dền']"
125,5cbf3d64a29e122e4c79a9ea,Mâm 127,365 Mâm cơm gia đình hết sức đơn giản mà lại ngon miệng giá 50k,"['Trứng đúc thịt', 'măng xào hành tỏi', 'canh bầu nấu ngao']"
126,5cbf3d64a29e122e4c79a9de,Mâm 115,365 Mâm cơm gia đình hết sức đơn giản mà lại ngon miệng giá 50k,"['Thịt lợn rang cháy cạnh', 'cà tím om ngũ vị', 'canh hến nấu chua']"
127,5cbf3d64a29e122e4c79a9e8,Mâm 125,365 Mâm cơm gia đình hết sức đơn giản mà lại ngon miệng giá 50k,"['Cá diếc chiên giòn', 'giá xào', 'canh mướp mồng tơi', 'cà pháo']"
128,5cbf3d64a29e122e4c79a9e6,Mâm 123,365 Mâm cơm gia đình hết sức đơn giản mà lại ngon miệng giá 50k,"['Đậu sốt Tứ Xuyên', 'mướp hương xào nấm', 'canh cải nấu ngao']"
